SeqName	EPI_ISL	IsolateName	CollectionDate	Country	State	Place	decDate
USA|LA-BIE-LSUH000756E2S1|EPI_ISL_2663155|B.1.1.519|2021-02-03	EPI_ISL_2663155	LA-BIE-LSUH000756E2S1	2021-02-03	North America	USA	Louisiana	2021.0904109589
USA|LA-BIE-LSUH000894E2S1|EPI_ISL_2663181|B.1.1.519|2021-01-13	EPI_ISL_2663181	LA-BIE-LSUH000894E2S1	2021-01-13	North America	USA	Louisiana	2021.03287671233
USA|MN-MDH-8279|EPI_ISL_2663195|B.1.1.519|2021-05-27	EPI_ISL_2663195	MN-MDH-8279	2021-05-27	North America	USA	Minnesota	2021.4
USA|TX-TCH-TCMC00465-0521|EPI_ISL_2501618|B.1.1.519|2021-05-03	EPI_ISL_2501618	TX-TCH-TCMC00465-0521	2021-05-03	North America	USA	Texas	2021.33424657534
USA|AK-PHL7791|EPI_ISL_2502005|B.1.1.519|2021-03-30	EPI_ISL_2502005	AK-PHL7791	2021-03-30	North America	USA	Alaska	2021.24109589041
USA|AK-PHL7867|EPI_ISL_2502014|B.1.1.519|2021-03-30	EPI_ISL_2502014	AK-PHL7867	2021-03-30	North America	USA	Alaska	2021.24109589041
USA|WA-UW-21042795320|EPI_ISL_2502861|B.1.1.519|2021-04-27	EPI_ISL_2502861	WA-UW-21042795320	2021-04-27	North America	USA	Washington	2021.31780821918
USA|AK-PHL9360|EPI_ISL_2503992|B.1.1.519|2021-06-01	EPI_ISL_2503992	AK-PHL9360	2021-06-01	North America	USA	Alaska	2021.41369863014
USA|AK-PHL9362|EPI_ISL_2503993|B.1.1.519|2021-05-30	EPI_ISL_2503993	AK-PHL9362	2021-05-30	North America	USA	Alaska	2021.40821917808
USA|AK-PHL9364|EPI_ISL_2503995|B.1.1.519|2021-05-30	EPI_ISL_2503995	AK-PHL9364	2021-05-30	North America	USA	Alaska	2021.40821917808
USA|CA-Curative-003979|EPI_ISL_2507099|B.1.1.519|2021-04-17	EPI_ISL_2507099	CA-Curative-003979	2021-04-17	North America	USA	California	2021.2904109589
USA|WA-Curative-012285|EPI_ISL_2507268|B.1.1.519|2021-04-26	EPI_ISL_2507268	WA-Curative-012285	2021-04-26	North America	USA	Washington	2021.31506849315
USA|WA-Curative-082359|EPI_ISL_2507311|B.1.1.519|2021-04-28	EPI_ISL_2507311	WA-Curative-082359	2021-04-28	North America	USA	Washington	2021.32054794521
USA|CA-Curative-057237|EPI_ISL_2507324|B.1.1.519|2021-05-01	EPI_ISL_2507324	CA-Curative-057237	2021-05-01	North America	USA	California	2021.32876712329
USA|SC-DHEC-1781|EPI_ISL_2508434|B.1.1.519|2021-05-07	EPI_ISL_2508434	SC-DHEC-1781	2021-05-07	North America	USA	South Carolina	2021.34520547945
Spain|NC-CHN-01003059|EPI_ISL_2510483|B.1.1.519|2021-02-11	EPI_ISL_2510483	NC-CHN-01003059	2021-02-11	Europe	Spain	Navarra	2021.11232876712
Mexico|TAB-LANGEBIO_IMSS_0946|EPI_ISL_2671711|B.1.1.519|2021-05-23	EPI_ISL_2671711	TAB-LANGEBIO_IMSS_0946	2021-05-23	North America	Mexico	Tabasco	2021.38904109589
Mexico|TAB-LANGEBIO_IMSS_0947|EPI_ISL_2671712|B.1.1.519|2021-05-22	EPI_ISL_2671712	TAB-LANGEBIO_IMSS_0947	2021-05-22	North America	Mexico	Tabasco	2021.38630136986
Mexico|TAB-LANGEBIO_IMSS_0949|EPI_ISL_2671714|B.1.1.519|2021-05-22	EPI_ISL_2671714	TAB-LANGEBIO_IMSS_0949	2021-05-22	North America	Mexico	Tabasco	2021.38630136986
Mexico|TAM-LANGEBIO_IMSS_0883|EPI_ISL_2671721|B.1.1.519|2021-05-26	EPI_ISL_2671721	TAM-LANGEBIO_IMSS_0883	2021-05-26	North America	Mexico	Tamaulipas	2021.39726027397
Mexico|VER-LANGEBIO_IMSS_1057|EPI_ISL_2671726|B.1.1.519|2021-05-17	EPI_ISL_2671726	VER-LANGEBIO_IMSS_1057	2021-05-17	North America	Mexico	Veracruz	2021.37260273973
Mexico|VER-LANGEBIO_IMSS_1061|EPI_ISL_2671730|B.1.1.519|2021-05-11	EPI_ISL_2671730	VER-LANGEBIO_IMSS_1061	2021-05-11	North America	Mexico	Veracruz	2021.35616438356
Mexico|VER-LANGEBIO_IMSS_1087|EPI_ISL_2671735|B.1.1.519|2021-05-18	EPI_ISL_2671735	VER-LANGEBIO_IMSS_1087	2021-05-18	North America	Mexico	Veracruz	2021.37534246575
Mexico|YUC-LANGEBIO_IMSS_0954|EPI_ISL_2671752|B.1.1.519|2021-05-25	EPI_ISL_2671752	YUC-LANGEBIO_IMSS_0954	2021-05-25	North America	Mexico	Yucatan	2021.39452054795
Mexico|ZAC-LANGEBIO_IMSS_0976|EPI_ISL_2671759|B.1.1.519|2021-05-17	EPI_ISL_2671759	ZAC-LANGEBIO_IMSS_0976	2021-05-17	North America	Mexico	Zacatecas	2021.37260273973
Mexico|ZAC-LANGEBIO_IMSS_0980|EPI_ISL_2671763|B.1.1.519|2021-05-18	EPI_ISL_2671763	ZAC-LANGEBIO_IMSS_0980	2021-05-18	North America	Mexico	Zacatecas	2021.37534246575
Mexico|ZAC-LANGEBIO_IMSS_0981|EPI_ISL_2671764|B.1.1.519|2021-05-18	EPI_ISL_2671764	ZAC-LANGEBIO_IMSS_0981	2021-05-18	North America	Mexico	Zacatecas	2021.37534246575
Mexico|ZAC-LANGEBIO_IMSS_0982|EPI_ISL_2671765|B.1.1.519|2021-05-18	EPI_ISL_2671765	ZAC-LANGEBIO_IMSS_0982	2021-05-18	North America	Mexico	Zacatecas	2021.37534246575
Mexico|ZAC-LANGEBIO_IMSS_0990|EPI_ISL_2671770|B.1.1.519|2021-05-19	EPI_ISL_2671770	ZAC-LANGEBIO_IMSS_0990	2021-05-19	North America	Mexico	Zacatecas	2021.37808219178
Mexico|ZAC-LANGEBIO_IMSS_0991|EPI_ISL_2671771|B.1.1.519|2021-05-19	EPI_ISL_2671771	ZAC-LANGEBIO_IMSS_0991	2021-05-19	North America	Mexico	Zacatecas	2021.37808219178
Mexico|ZAC-LANGEBIO_IMSS_0998|EPI_ISL_2671775|B.1.1.519|2021-05-21	EPI_ISL_2671775	ZAC-LANGEBIO_IMSS_0998	2021-05-21	North America	Mexico	Zacatecas	2021.38356164384
Mexico|ZAC-LANGEBIO_IMSS_0999|EPI_ISL_2671776|B.1.1.519|2021-05-21	EPI_ISL_2671776	ZAC-LANGEBIO_IMSS_0999	2021-05-21	North America	Mexico	Zacatecas	2021.38356164384
Mexico|ZAC-LANGEBIO_IMSS_1154|EPI_ISL_2671778|B.1.1.519|2021-05-18	EPI_ISL_2671778	ZAC-LANGEBIO_IMSS_1154	2021-05-18	North America	Mexico	Zacatecas	2021.37534246575
Mexico|CAM-LANGEBIO_IMSS_0923|EPI_ISL_2671500|B.1.1.519|2021-05-19	EPI_ISL_2671500	CAM-LANGEBIO_IMSS_0923	2021-05-19	North America	Mexico	Campeche	2021.37808219178
Mexico|CHH-LANGEBIO_IMSS_0843|EPI_ISL_2671511|B.1.1.519|2021-05-17	EPI_ISL_2671511	CHH-LANGEBIO_IMSS_0843	2021-05-17	North America	Mexico	Chihuahua	2021.37260273973
Mexico|CHH-LANGEBIO_IMSS_0844|EPI_ISL_2671512|B.1.1.519|2021-05-13	EPI_ISL_2671512	CHH-LANGEBIO_IMSS_0844	2021-05-13	North America	Mexico	Chihuahua	2021.36164383562
Mexico|CHH-LANGEBIO_IMSS_0845|EPI_ISL_2671513|B.1.1.519|2021-05-13	EPI_ISL_2671513	CHH-LANGEBIO_IMSS_0845	2021-05-13	North America	Mexico	Chihuahua	2021.36164383562
Mexico|CHH-LANGEBIO_IMSS_0861|EPI_ISL_2671514|B.1.1.519|2021-05-17	EPI_ISL_2671514	CHH-LANGEBIO_IMSS_0861	2021-05-17	North America	Mexico	Chihuahua	2021.37260273973
Mexico|CHH-LANGEBIO_IMSS_0867|EPI_ISL_2671516|B.1.1.519|2021-05-18	EPI_ISL_2671516	CHH-LANGEBIO_IMSS_0867	2021-05-18	North America	Mexico	Chihuahua	2021.37534246575
Mexico|CHH-LANGEBIO_IMSS_0888|EPI_ISL_2671524|B.1.1.519|2021-05-22	EPI_ISL_2671524	CHH-LANGEBIO_IMSS_0888	2021-05-22	North America	Mexico	Chihuahua	2021.38630136986
Mexico|CMX-LANGEBIO_IMSS_1143|EPI_ISL_2671541|B.1.1.519|2021-05-23	EPI_ISL_2671541	CMX-LANGEBIO_IMSS_1143	2021-05-23	North America	Mexico	Mexico City	2021.38904109589
Mexico|CMX-LANGEBIO_IMSS_1147|EPI_ISL_2671542|B.1.1.519|2021-05-24	EPI_ISL_2671542	CMX-LANGEBIO_IMSS_1147	2021-05-24	North America	Mexico	Mexico City	2021.39178082192
Mexico|COA-LANGEBIO_IMSS_0885|EPI_ISL_2671547|B.1.1.519|2021-05-26	EPI_ISL_2671547	COA-LANGEBIO_IMSS_0885	2021-05-26	North America	Mexico	Coahuila	2021.39726027397
Mexico|COL-LANGEBIO_IMSS_1002|EPI_ISL_2671548|B.1.1.519|2021-05-16	EPI_ISL_2671548	COL-LANGEBIO_IMSS_1002	2021-05-16	North America	Mexico	Colima	2021.3698630137
Mexico|COL-LANGEBIO_IMSS_1019|EPI_ISL_2671551|B.1.1.519|2021-05-22	EPI_ISL_2671551	COL-LANGEBIO_IMSS_1019	2021-05-22	North America	Mexico	Colima	2021.38630136986
Mexico|COL-LANGEBIO_IMSS_1020|EPI_ISL_2671552|B.1.1.519|2021-05-22	EPI_ISL_2671552	COL-LANGEBIO_IMSS_1020	2021-05-22	North America	Mexico	Colima	2021.38630136986
Mexico|GRO-LANGEBIO_IMSS_1051|EPI_ISL_2671561|B.1.1.519|2021-05-13	EPI_ISL_2671561	GRO-LANGEBIO_IMSS_1051	2021-05-13	North America	Mexico	Guerrero	2021.36164383562
Mexico|JAL-LANGEBIO_IMSS_1025|EPI_ISL_2671578|B.1.1.519|2021-05-25	EPI_ISL_2671578	JAL-LANGEBIO_IMSS_1025	2021-05-25	North America	Mexico	Jalisco	2021.39452054795
Mexico|JAL-LANGEBIO_IMSS_1026|EPI_ISL_2671579|B.1.1.519|2021-05-25	EPI_ISL_2671579	JAL-LANGEBIO_IMSS_1026	2021-05-25	North America	Mexico	Jalisco	2021.39452054795
Mexico|MEX-LANGEBIO_IMSS_1063|EPI_ISL_2671590|B.1.1.519|2021-05-17	EPI_ISL_2671590	MEX-LANGEBIO_IMSS_1063	2021-05-17	North America	Mexico	State of Mexico	2021.37260273973
Mexico|MEX-LANGEBIO_IMSS_1110|EPI_ISL_2671598|B.1.1.519|2021-05-19	EPI_ISL_2671598	MEX-LANGEBIO_IMSS_1110	2021-05-19	North America	Mexico	State of Mexico	2021.37808219178
Mexico|MEX-LANGEBIO_IMSS_1112|EPI_ISL_2671599|B.1.1.519|2021-05-19	EPI_ISL_2671599	MEX-LANGEBIO_IMSS_1112	2021-05-19	North America	Mexico	State of Mexico	2021.37808219178
Mexico|MEX-LANGEBIO_IMSS_1124|EPI_ISL_2671607|B.1.1.519|2021-05-20	EPI_ISL_2671607	MEX-LANGEBIO_IMSS_1124	2021-05-20	North America	Mexico	State of Mexico	2021.38082191781
Mexico|MIC-LANGEBIO_IMSS_1012|EPI_ISL_2671608|B.1.1.519|2021-05-19	EPI_ISL_2671608	MIC-LANGEBIO_IMSS_1012	2021-05-19	North America	Mexico	Michoacan	2021.37808219178
Mexico|MIC-LANGEBIO_IMSS_1028|EPI_ISL_2671610|B.1.1.519|2021-05-21	EPI_ISL_2671610	MIC-LANGEBIO_IMSS_1028	2021-05-21	North America	Mexico	Michoacan	2021.38356164384
Mexico|MIC-LANGEBIO_IMSS_1040|EPI_ISL_2671612|B.1.1.519|2021-05-26	EPI_ISL_2671612	MIC-LANGEBIO_IMSS_1040	2021-05-26	North America	Mexico	Michoacan	2021.39726027397
Mexico|MOR-LANGEBIO_IMSS_1079|EPI_ISL_2671613|B.1.1.519|2021-05-17	EPI_ISL_2671613	MOR-LANGEBIO_IMSS_1079	2021-05-17	North America	Mexico	Morelos	2021.37260273973
Mexico|NAY-LANGEBIO_IMSS_1014|EPI_ISL_2671616|B.1.1.519|2021-05-21	EPI_ISL_2671616	NAY-LANGEBIO_IMSS_1014	2021-05-21	North America	Mexico	Nayarit	2021.38356164384
Mexico|NLE-LANGEBIO_IMSS_0820|EPI_ISL_2671621|B.1.1.519|2021-05-17	EPI_ISL_2671621	NLE-LANGEBIO_IMSS_0820	2021-05-17	North America	Mexico	Nuevo Leon	2021.37260273973
Mexico|NLE-LANGEBIO_IMSS_0822|EPI_ISL_2671623|B.1.1.519|2021-05-18	EPI_ISL_2671623	NLE-LANGEBIO_IMSS_0822	2021-05-18	North America	Mexico	Nuevo Leon	2021.37534246575
Mexico|NLE-LANGEBIO_IMSS_0839|EPI_ISL_2671628|B.1.1.519|2021-05-18	EPI_ISL_2671628	NLE-LANGEBIO_IMSS_0839	2021-05-18	North America	Mexico	Nuevo Leon	2021.37534246575
Mexico|PUE-LANGEBIO_IMSS_1092|EPI_ISL_2671643|B.1.1.519|2021-05-17	EPI_ISL_2671643	PUE-LANGEBIO_IMSS_1092	2021-05-17	North America	Mexico	Puebla	2021.37260273973
Mexico|PUE-LANGEBIO_IMSS_1095|EPI_ISL_2671646|B.1.1.519|2021-05-17	EPI_ISL_2671646	PUE-LANGEBIO_IMSS_1095	2021-05-17	North America	Mexico	Puebla	2021.37260273973
Mexico|PUE-LANGEBIO_IMSS_1130|EPI_ISL_2671647|B.1.1.519|2021-05-19	EPI_ISL_2671647	PUE-LANGEBIO_IMSS_1130	2021-05-19	North America	Mexico	Puebla	2021.37808219178
Mexico|PUE-LANGEBIO_IMSS_1151|EPI_ISL_2671650|B.1.1.519|2021-05-23	EPI_ISL_2671650	PUE-LANGEBIO_IMSS_1151	2021-05-23	North America	Mexico	Puebla	2021.38904109589
Mexico|ROO-LANGEBIO_IMSS_0906|EPI_ISL_2671659|B.1.1.519|2021-05-17	EPI_ISL_2671659	ROO-LANGEBIO_IMSS_0906	2021-05-17	North America	Mexico	Quintana Roo	2021.37260273973
Mexico|SIN-LANGEBIO_IMSS_1017|EPI_ISL_2671699|B.1.1.519|2021-05-22	EPI_ISL_2671699	SIN-LANGEBIO_IMSS_1017	2021-05-22	North America	Mexico	Sinaloa	2021.38630136986
Mexico|TAB-LANGEBIO_IMSS_0924|EPI_ISL_2671706|B.1.1.519|2021-05-19	EPI_ISL_2671706	TAB-LANGEBIO_IMSS_0924	2021-05-19	North America	Mexico	Tabasco	2021.37808219178
Mexico|TAB-InDRE_FB17198_S3280|EPI_ISL_2688952|B.1.1.519|2021-06-08	EPI_ISL_2688952	TAB-InDRE_FB17198_S3280	2021-06-08	North America	Mexico	Tabasco	2021.43287671233
Mexico|TAB-InDRE_FB17025_S3286|EPI_ISL_2688958|B.1.1.519|2021-06-05	EPI_ISL_2688958	TAB-InDRE_FB17025_S3286	2021-06-05	North America	Mexico	Tabasco	2021.42465753425
Mexico|CMX-InDRE_FD71469_S3290|EPI_ISL_2688962|B.1.1.519|2021-05-20	EPI_ISL_2688962	CMX-InDRE_FD71469_S3290	2021-05-20	North America	Mexico	Mexico City	2021.38082191781
Mexico|CMX-InDRE_FD69922_S3295|EPI_ISL_2688967|B.1.1.519|2021-05-18	EPI_ISL_2688967	CMX-InDRE_FD69922_S3295	2021-05-18	North America	Mexico	Mexico City	2021.37534246575
Mexico|YUC-InDRE_FB17108_S3319|EPI_ISL_2688990|B.1.1.519|2021-06-07	EPI_ISL_2688990	YUC-InDRE_FB17108_S3319	2021-06-07	North America	Mexico	Yucatan	2021.4301369863
USA|NY-COV-1422|EPI_ISL_2690326|B.1.1.519|2021-04-21	EPI_ISL_2690326	NY-COV-1422	2021-04-21	North America	USA	New York	2021.30136986301
Mexico|SIN_CIAD-MZT_HJ1652|EPI_ISL_2533907|B.1.1.519|2021-05-18	EPI_ISL_2533907	SIN_CIAD-MZT_HJ1652	2021-05-18	North America	Mexico	Sinaloa	2021.37534246575
Mexico|SIN_CIAD-MZT_S6928|EPI_ISL_2533911|B.1.1.519|2021-05-29	EPI_ISL_2533911	SIN_CIAD-MZT_S6928	2021-05-29	North America	Mexico	Sinaloa	2021.40547945205
Mexico|SIN_CIAD-MZT_S6951|EPI_ISL_2533912|B.1.1.519|2021-05-29	EPI_ISL_2533912	SIN_CIAD-MZT_S6951	2021-05-29	North America	Mexico	Sinaloa	2021.40547945205
USA|NM-NMDOH-2021090845|EPI_ISL_2674600|B.1.1.519|2021-03-21	EPI_ISL_2674600	NM-NMDOH-2021090845	2021-03-21	North America	USA	New Mexico	2021.21643835616
USA|NM-NMDOH-2021090846|EPI_ISL_2674601|B.1.1.519|2021-03-23	EPI_ISL_2674601	NM-NMDOH-2021090846	2021-03-23	North America	USA	New Mexico	2021.22191780822
USA|AZ-GD-SID-21051225638|EPI_ISL_2535842|B.1.1.519|2021-05-12	EPI_ISL_2535842	AZ-GD-SID-21051225638	2021-05-12	North America	USA	Arizona	2021.35890410959
USA|WA-S7861|EPI_ISL_2536401|B.1.1.519|2021-04-28	EPI_ISL_2536401	WA-S7861	2021-04-28	North America	USA	Washington	2021.32054794521
USA|WA-S7868|EPI_ISL_2536407|B.1.1.519|2021-04-28	EPI_ISL_2536407	WA-S7868	2021-04-28	North America	USA	Washington	2021.32054794521
USA|WA-S7906|EPI_ISL_2536444|B.1.1.519|2021-05-03	EPI_ISL_2536444	WA-S7906	2021-05-03	North America	USA	Washington	2021.33424657534
USA|WA-S7985|EPI_ISL_2536523|B.1.1.519|2021-04-28	EPI_ISL_2536523	WA-S7985	2021-04-28	North America	USA	Washington	2021.32054794521
USA|CA-CDPH872|EPI_ISL_2537443|B.1.1.519|2021-04-15	EPI_ISL_2537443	CA-CDPH872	2021-04-15	North America	USA	California	2021.28493150685
Mexico|MEX-INMEGEN-05-05-1|EPI_ISL_2444397|B.1.1.519|2021-05-21	EPI_ISL_2444397	MEX-INMEGEN-05-05-1	2021-05-21	North America	Mexico	State of Mexico	2021.38356164384
Mexico|MEX-INMEGEN-05-05-22|EPI_ISL_2444413|B.1.1.519|2021-05-23	EPI_ISL_2444413	MEX-INMEGEN-05-05-22	2021-05-23	North America	Mexico	State of Mexico	2021.38904109589
Mexico|MEX-INMEGEN-05-05-33|EPI_ISL_2444420|B.1.1.519|2021-05-21	EPI_ISL_2444420	MEX-INMEGEN-05-05-33	2021-05-21	North America	Mexico	State of Mexico	2021.38356164384
Mexico|MEX-INMEGEN-05-05-62|EPI_ISL_2444442|B.1.1.519|2021-05-22	EPI_ISL_2444442	MEX-INMEGEN-05-05-62	2021-05-22	North America	Mexico	State of Mexico	2021.38630136986
Mexico|MEX-INMEGEN-05-05-87|EPI_ISL_2444457|B.1.1.519|2021-05-23	EPI_ISL_2444457	MEX-INMEGEN-05-05-87	2021-05-23	North America	Mexico	State of Mexico	2021.38904109589
Mexico|CMX-INMEGEN-05-05-150|EPI_ISL_2444490|B.1.1.519|2021-05-21	EPI_ISL_2444490	CMX-INMEGEN-05-05-150	2021-05-21	North America	Mexico	Mexico City	2021.38356164384
Mexico|CMX-INMEGEN-05-05-158|EPI_ISL_2444495|B.1.1.519|2021-05-21	EPI_ISL_2444495	CMX-INMEGEN-05-05-158	2021-05-21	North America	Mexico	Mexico City	2021.38356164384
Mexico|MEX-INMEGEN-05-05-173|EPI_ISL_2444503|B.1.1.519|2021-05-21	EPI_ISL_2444503	MEX-INMEGEN-05-05-173	2021-05-21	North America	Mexico	State of Mexico	2021.38356164384
Mexico|MEX-INMEGEN-05-05-257|EPI_ISL_2444551|B.1.1.519|2021-05-20	EPI_ISL_2444551	MEX-INMEGEN-05-05-257	2021-05-20	North America	Mexico	State of Mexico	2021.38082191781
Mexico|HID-INMEGEN-05-05-281|EPI_ISL_2444560|B.1.1.519|2021-05-20	EPI_ISL_2444560	HID-INMEGEN-05-05-281	2021-05-20	North America	Mexico	Hidalgo	2021.38082191781
USA|UT-UPHL-2105871489|EPI_ISL_2677031|B.1.1.519|2021-01-21	EPI_ISL_2677031	UT-UPHL-2105871489	2021-01-21	North America	USA	Utah	2021.05479452055
USA|UT-UPHL-210474241494|EPI_ISL_2677928|B.1.1.519|2021-04-08	EPI_ISL_2677928	UT-UPHL-210474241494	2021-04-08	North America	USA	Utah	2021.26575342466
USA|OR-UW-21052698071|EPI_ISL_2544983|B.1.1.519|2021-05-26	EPI_ISL_2544983	OR-UW-21052698071	2021-05-26	North America	USA	Oregon	2021.39726027397
USA|OR-UW-21052655110|EPI_ISL_2544988|B.1.1.519|2021-05-26	EPI_ISL_2544988	OR-UW-21052655110	2021-05-26	North America	USA	Oregon	2021.39726027397
USA|OR-UW-21052665843|EPI_ISL_2544998|B.1.1.519|2021-05-26	EPI_ISL_2544998	OR-UW-21052665843	2021-05-26	North America	USA	Oregon	2021.39726027397
USA|OR-UW-21052726000|EPI_ISL_2545004|B.1.1.519|2021-05-27	EPI_ISL_2545004	OR-UW-21052726000	2021-05-27	North America	USA	Oregon	2021.4
USA|OR-UW-21052765254|EPI_ISL_2545010|B.1.1.519|2021-05-27	EPI_ISL_2545010	OR-UW-21052765254	2021-05-27	North America	USA	Oregon	2021.4
USA|OR-UW-21053141110|EPI_ISL_2545030|B.1.1.519|2021-05-31	EPI_ISL_2545030	OR-UW-21053141110	2021-05-31	North America	USA	Oregon	2021.41095890411
USA|UT-UPHL-210612818357|EPI_ISL_2678895|B.1.1.519|2021-04-19	EPI_ISL_2678895	UT-UPHL-210612818357	2021-04-19	North America	USA	Utah	2021.29589041096
USA|UT-UPHL-210612825653|EPI_ISL_2678902|B.1.1.519|2021-04-21	EPI_ISL_2678902	UT-UPHL-210612825653	2021-04-21	North America	USA	Utah	2021.30136986301
USA|UT-UPHL-210612708961|EPI_ISL_2679001|B.1.1.519|2021-04-02	EPI_ISL_2679001	UT-UPHL-210612708961	2021-04-02	North America	USA	Utah	2021.24931506849
USA|UT-UPHL-210612887141|EPI_ISL_2679175|B.1.1.519|2021-04-14	EPI_ISL_2679175	UT-UPHL-210612887141	2021-04-14	North America	USA	Utah	2021.28219178082
Mexico|CHH-InDRE_FB14910_S2800|EPI_ISL_2545709|B.1.1.519|2021-05-10	EPI_ISL_2545709	CHH-InDRE_FB14910_S2800	2021-05-10	North America	Mexico	Chihuahua	2021.35342465753
Mexico|QUE-InDRE_FB15734_S2808|EPI_ISL_2545717|B.1.1.519|2021-05-03	EPI_ISL_2545717	QUE-InDRE_FB15734_S2808	2021-05-03	North America	Mexico	Queretaro	2021.33424657534
Mexico|QUE-InDRE_FB15736_S2809|EPI_ISL_2545718|B.1.1.519|2021-05-03	EPI_ISL_2545718	QUE-InDRE_FB15736_S2809	2021-05-03	North America	Mexico	Queretaro	2021.33424657534
Mexico|QUE-InDRE_FB15737_S2810|EPI_ISL_2545719|B.1.1.519|2021-05-03	EPI_ISL_2545719	QUE-InDRE_FB15737_S2810	2021-05-03	North America	Mexico	Queretaro	2021.33424657534
Mexico|QUE-InDRE_FB15770_S2811|EPI_ISL_2545720|B.1.1.519|2021-05-04	EPI_ISL_2545720	QUE-InDRE_FB15770_S2811	2021-05-04	North America	Mexico	Queretaro	2021.33698630137
Mexico|MIC-InDRE_FB16704_S2902|EPI_ISL_2545804|B.1.1.519|2021-05-13	EPI_ISL_2545804	MIC-InDRE_FB16704_S2902	2021-05-13	North America	Mexico	Michoacan	2021.36164383562
Mexico|MEX-InDRE_FD71239_S2921|EPI_ISL_2545817|B.1.1.519|2021-05-19	EPI_ISL_2545817	MEX-InDRE_FD71239_S2921	2021-05-19	North America	Mexico	State of Mexico	2021.37808219178
USA|CA-CDPH-2000031206|EPI_ISL_2782390|B.1.1.519|2021-01-16	EPI_ISL_2782390	CA-CDPH-2000031206	2021-01-16	North America	USA	California	2021.04109589041
Mexico|SIN_CIAD-CLN_D0004|EPI_ISL_2680916|B.1.1.519|2021-06-01	EPI_ISL_2680916	SIN_CIAD-CLN_D0004	2021-06-01	North America	Mexico	Sinaloa	2021.41369863014
Mexico|SIN_CIAD-CLN_D0019|EPI_ISL_2680917|B.1.1.519|2021-06-01	EPI_ISL_2680917	SIN_CIAD-CLN_D0019	2021-06-01	North America	Mexico	Sinaloa	2021.41369863014
Mexico|SIN_CIAD-MZT_S7022|EPI_ISL_2680940|B.1.1.519|2021-06-05	EPI_ISL_2680940	SIN_CIAD-MZT_S7022	2021-06-05	North America	Mexico	Sinaloa	2021.42465753425
Mexico|MEX_IBT_IMSS_1670|EPI_ISL_2681281|B.1.1.519|2021-05-31	EPI_ISL_2681281	MEX_IBT_IMSS_1670	2021-05-31	North America	Mexico	State of Mexico	2021.41095890411
Mexico|CMX_IBT_IMSS_1665|EPI_ISL_2681288|B.1.1.519|2021-06-01	EPI_ISL_2681288	CMX_IBT_IMSS_1665	2021-06-01	North America	Mexico	Mexico City	2021.41369863014
Mexico|BCS_IBT_IMSS_1508|EPI_ISL_2681046|B.1.1.519|2021-05-19	EPI_ISL_2681046	BCS_IBT_IMSS_1508	2021-05-19	North America	Mexico	Baja California Sur	2021.37808219178
Mexico|ZAC_IBT_IMSS_1491|EPI_ISL_2681049|B.1.1.519|2021-06-04	EPI_ISL_2681049	ZAC_IBT_IMSS_1491	2021-06-04	North America	Mexico	Zacatecas	2021.42191780822
Mexico|CMX_IBT_IMSS_1685|EPI_ISL_2681051|B.1.1.519|2021-06-03	EPI_ISL_2681051	CMX_IBT_IMSS_1685	2021-06-03	North America	Mexico	Mexico City	2021.41917808219
Mexico|ZAC_IBT_IMSS_1496|EPI_ISL_2681052|B.1.1.519|2021-06-05	EPI_ISL_2681052	ZAC_IBT_IMSS_1496	2021-06-05	North America	Mexico	Zacatecas	2021.42465753425
Mexico|MEX_IBT_IMSS_1681|EPI_ISL_2681054|B.1.1.519|2021-06-02	EPI_ISL_2681054	MEX_IBT_IMSS_1681	2021-06-02	North America	Mexico	State of Mexico	2021.41643835616
Mexico|MEX_IBT_IMSS_1544|EPI_ISL_2681056|B.1.1.519|2021-05-25	EPI_ISL_2681056	MEX_IBT_IMSS_1544	2021-05-25	North America	Mexico	State of Mexico	2021.39452054795
Mexico|ZAC_IBT_IMSS_1489|EPI_ISL_2681057|B.1.1.519|2021-06-03	EPI_ISL_2681057	ZAC_IBT_IMSS_1489	2021-06-03	North America	Mexico	Zacatecas	2021.41917808219
Mexico|GRO_IBT_IMSS_1688|EPI_ISL_2681060|B.1.1.519|2021-06-01	EPI_ISL_2681060	GRO_IBT_IMSS_1688	2021-06-01	North America	Mexico	Guerrero	2021.41369863014
Mexico|SLP_IBT_IMSS_1488|EPI_ISL_2681068|B.1.1.519|2021-06-01	EPI_ISL_2681068	SLP_IBT_IMSS_1488	2021-06-01	North America	Mexico	San Luis Potosi	2021.41369863014
Mexico|PUE_IBT_IMSS_1691|EPI_ISL_2681070|B.1.1.519|2021-06-02	EPI_ISL_2681070	PUE_IBT_IMSS_1691	2021-06-02	North America	Mexico	Puebla	2021.41643835616
Mexico|MEX_IBT_IMSS_1605|EPI_ISL_2681087|B.1.1.519|2021-05-25	EPI_ISL_2681087	MEX_IBT_IMSS_1605	2021-05-25	North America	Mexico	State of Mexico	2021.39452054795
Mexico|ZAC_IBT_IMSS_1451|EPI_ISL_2681097|B.1.1.519|2021-05-21	EPI_ISL_2681097	ZAC_IBT_IMSS_1451	2021-05-21	North America	Mexico	Zacatecas	2021.38356164384
Mexico|MEX_IBT_IMSS_1597|EPI_ISL_2681105|B.1.1.519|2021-05-27	EPI_ISL_2681105	MEX_IBT_IMSS_1597	2021-05-27	North America	Mexico	State of Mexico	2021.4
